rank_saa,playerID,name,role,team,IP,qualifying_IP,qualifying_seasons,W,L,SV,SO,G,GS,career_ERA,career_WHIP,ERA_plus,real_WAR,SAA_total,SAA_rate,z_era,z_whip,z_k9,z_wpct,z_sv,yr_min,yr_max,hof
176,welchbo01,Bob Welch,SP,LAN,3092.0,3091.9999999999995,17.0,211,146,8,1969,506,462,3.4666882276843465,1.2703751617076326,111.58612927105844,43.41,4.2671766268844,0.2760140120882536,0.35582504629474293,0.33507812050535857,0.1759690976932295,0.5535954673101837,-0.42624692612454473,1978,1994,False
177,francjo01,John Franco,RP,NYN,1245.6666666666667,1127.0,17.0,90,87,424,975,1119,0,2.89001873160289,1.3334225314423334,149.78971113064634,23.56,4.248220734527614,0.7538989768460715,1.1374301829806548,0.2040995130805613,0.6288119094546023,0.11661426589634377,2.624099139367676,1984,2005,False
178,mcgratu01,Tug McGraw,RP,NYN,1514.6666666666667,1419.6666666666665,16.0,96,92,180,1109,824,39,3.1373239436619715,1.2544014084507042,134.1606678791961,20.97,4.202880896784447,0.5920940450975978,0.5996713824640271,0.36495958639982506,0.9145319283059898,0.08426634011040354,1.5220335618830216,1965,1984,False
179,foutzda01,Dave Foutz,SP,SL4,1997.3333333333333,1948.333333333333,8.0,147,66,4,790,251,216,2.843291054739653,1.1780707610146863,130.26642052723696,22.66,4.134380189293802,0.42440173029534334,0.42958812074423436,0.455807552971979,-0.289819147209079,1.0362860216138368,0.5668678072040311,1884,1894,False
180,fitzsfr01,Freddie Fitzsimmons,SP,NY1,3223.6666666666665,3220.666666666666,18.0,217,146,13,870,513,426,3.5093578740564575,1.29697032364802,114.93636069309494,33.59,4.112740794241217,0.2553968615757329,0.5517051011597569,0.7004565252470334,-0.7261596202703714,0.6240813172126498,-0.3722788441442035,1925,1943,False
181,blackew01,Ewell Blackwell,SP,CIN,1321.0,1294.3333333333333,7.0,82,78,10,839,236,169,3.2975018925056774,1.295987887963664,133.3485912099683,27.14,4.101424525657274,0.6337508924528366,0.5524553735638631,0.5648462325421623,1.7383615313522347,0.11934882143980247,-0.17116579632077328,1942,1955,False
182,rogerst01,Steve Rogers,SP,MON,2837.6666666666665,2799.666666666667,12.0,158,152,2,1621,399,393,3.174791495360038,1.2316457183131682,122.59297712247557,45.09,4.100991836509057,0.2929628648536056,0.5712118587720114,0.6049015011691438,0.10768347310650844,0.13140182068487982,-0.48882533889960844,1973,1985,False
183,troutdi01,Dizzy Trout,SP,DET,2725.6666666666665,2725.3333333333326,14.0,170,161,35,1256,521,322,3.2326036443683503,1.3526965879907058,128.39498467540827,45.24,4.100131029141242,0.30089024186457275,0.45489849860773823,0.12174716052642066,0.47287315595796825,0.14819465939068038,0.3251526401130316,1939,1957,False
184,nehfar01,Art Nehf,SP,NY1,2707.6666666666665,2688.9999999999995,14.0,184,120,13,844,451,319,3.20423488858796,1.2390742336575158,110.7867354363514,24.72,4.068740596151228,0.30262109305698975,0.3354849210970356,0.6427495226303388,-0.22656980258859036,0.7315438363533419,-0.4293232462780418,1915,1929,False
185,raschvi01,Vic Raschi,SP,NYA,1819.0,1803.0,9.0,132,66,3,944,269,255,3.7207256734469487,1.3155579989004949,107.6101295791626,16.18,4.059557469909764,0.450311422064311,0.24568924248360438,0.46296925204242106,0.6625686136049533,0.9582459321676363,-0.5101611072171338,1946,1955,False
186,ruckena01,Nap Rucker,SP,BRO,2375.3333333333335,2337.9999999999995,9.0,134,134,14,1217,336,274,2.4211338759472354,1.1745719898961549,119.72698465618411,48.21,4.031294781550431,0.34484985299832616,0.3865978786683441,0.2976571569723088,0.6883233917453389,0.0007660091403475144,0.3596821391102558,1907,1916,False
187,bumgama01,Madison Bumgarner,SP,SFN,2034.0,2024.0,12.0,127,106,0,1948,324,321,3.309734513274336,1.1224188790560472,115.18807611915938,32.41,4.008558549152095,0.39610262343400143,0.5176599955311483,0.7587530340267332,0.3235816889229656,0.2552800804122804,-0.35706765691047126,2009,2021,False
188,aguilri01,Rick Aguilera,RP,MIN,1291.3333333333333,1266.6666666666667,15.0,86,81,318,1030,732,89,3.5684047496128035,1.2266391326794013,126.8700222880294,20.63,4.008233250003149,0.6328789342110234,0.5072386927059761,0.7104328252122889,0.6690265488575322,0.19099012699948698,1.5274990255873333,1985,2000,False
189,rowesc01,Schoolboy Rowe,SP,DET,2219.3333333333335,2167.0000000000005,13.0,158,101,12,913,382,278,3.8727846200060076,1.3021928507059175,113.27274381539594,34.32,3.9761140703415303,0.3669694573457802,0.1053049420006218,0.617676911123289,0.21434448077746848,0.8048543068615137,-0.15332146025425994,1933,1949,False
190,toneyfr01,Fred Toney,SP,CIN,2206.0,2143.0,10.0,139,102,12,718,336,271,2.688576609247507,1.1876699909338169,121.44727007058935,28.46,3.9669648284353927,0.3702253689627058,0.6439663273843841,0.684084541356876,-0.3979902092813952,0.5423496216667171,0.08688688772813073,1911,1923,False
191,wynnea01,Early Wynn,SP,CLE,4564.0,4543.666666666666,22.0,300,244,15,2334,691,612,3.541630148992112,1.3290972830850132,111.80372808002681,51.519999999999996,3.9449139017400054,0.17364451185122176,0.21794830267391826,0.1575987340096832,0.248720384205307,0.3294658661337536,-0.38408038930175714,1939,1963,True
192,keyji01,Jimmy Key,SP,TOR,2591.6666666666665,2561.333333333334,14.0,186,117,10,1538,470,389,3.5073954983922833,1.2293247588424439,124.89922798607368,49.0,3.937978761224636,0.3074944373678788,0.43351824574377307,0.6364464764364566,-0.347768359605135,0.7441154384149244,-0.3926615893913652,1984,1998,False
193,welchmi01,Mickey Welch,SP,NY1,4802.0,4797.0,12.0,307,210,4,1850,565,549,2.7119950020824657,1.2255310287380259,117.32548107369779,63.11,3.9344234781115737,0.16403683460961324,0.37398094402542204,0.06283386063312935,-0.28359866873900536,0.5137055651167405,0.08811754169428322,1880,1892,True
194,vandejo01,Johnny Vander Meer,SP,CIN,2104.6666666666665,2101.666666666667,12.0,119,121,2,1294,346,285,3.442350332594235,1.3926195755464048,111.07973644459935,26.73,3.926746141771831,0.3736792521908165,0.3422203364121589,0.03029422907596758,1.7792765708267906,-0.07514521118196522,-0.6325114411547947,1937,1951,False
195,powelja01,Jack Powell,SP,SLA,4389.0,4389.0,16.0,245,255,15,1621,578,516,2.9733424470266576,1.216678058783322,108.11068870171607,55.28,3.9264256220740266,0.178921194899705,0.1309034911207663,0.40868299274018266,0.011760766464695696,-0.05536555858932358,0.5274553235939333,1897,1912,False
196,gulledo01,Don Gullett,SP,CIN,1390.0,1390.0,9.0,109,50,11,921,266,186,3.114388489208633,1.227338129496403,116.57353911411134,16.66,3.885037786084079,0.5589982426020257,0.48332348405732406,0.4874178512242378,0.5463035094683177,1.2225631610047032,-0.3746042531296911,1970,1978,False
197,clarkwa02,Watson Clark,SP,BRO,1747.3333333333335,1719.3333333333333,10.0,111,97,16,643,355,206,3.6621518504387636,1.3048454788248758,116.98271067926576,26.68,3.879171382758682,0.4512413395996917,0.5837908919323225,0.7873790475051413,0.2119893515256612,0.28873174974380905,0.0830463448643157,1924,1937,False
198,tekulke01,Kent Tekulve,RP,PIT,1436.6666666666667,1427.6666666666667,15.0,94,90,184,779,1050,0,2.850348027842227,1.2501160092807424,140.25691468075874,26.14,3.8695043289029423,0.5420739195287801,0.9784546732797711,0.47342877931637867,-0.20905824366945774,0.24999352968732633,1.7147424859992852,1974,1989,False
199,fordru01,Russ Ford,SP,NYA,1487.3333333333333,1484.3333333333333,6.0,99,71,9,710,199,170,2.589870013446885,1.1537427162707308,136.13582197221334,33.32,3.866977216568022,0.5210389243073912,0.5447089092833288,0.7694379194025674,0.23989098090743013,0.5910993796265765,0.2630414502911574,1909,1915,False
200,passecl01,Claude Passeau,SP,CHN,2719.6666666666665,2716.666666666667,12.0,162,150,21,1104,444,331,3.3191567594067903,1.3178085549699718,117.49971658191487,43.46,3.8392302934973523,0.28264272099367005,0.4788149179889915,0.40147532443216977,0.11316022829530807,0.1508322344205783,0.0977166784520243,1935,1947,False
